userid,date.crea,score,n.matches,n.updates.photo,n.photos,last.connex,last.up.photo,last.pr.update,gender,sent.ana,length.prof,voyage,laugh,photo.elevator,photo.beach,Country
954,7/18/2015,3.072785071,17,2,3,8/3/2015,7/31/2015,NA,1,6.712799952,0,0,0,0,1,France
955,11/1/2009,1.894375526,19,2,1,12/28/2009,12/9/2009,NA,0,5.670652285,25.04030738,0,1,0,0,Germany
956,7/25/2014,1.884683345,23,4,1,10/3/2014,9/1/2014,NA,0,5.981011899,32.05443461,0,0,1,0,England
957,3/17/2015,0.848682327,6,1,5,3/28/2015,3/25/2015,NA,1,6.869549389,0,1,0,0,0,France
958,6/18/2019,1.541360809,7,4,5,7/13/2019,7/8/2019,NA,1,3.54579774,41.08496082,0,0,0,1,Germany
959,2/20/2011,3.746069336,39,1,3,3/24/2011,3/20/2011,NA,1,7.277107474,0,1,0,0,0,England
960,1/25/2011,0.833272329,5,0,4,2/4/2011,2/1/2011,NA,1,1.527765157,0,0,0,0,0,France
961,1/21/2012,1.300607422,18,0,1,3/7/2012,2/18/2012,NA,0,6.677087362,11.09868015,1,1,0,1,Germany
962,3/28/2015,1.402202434,12,1,8,5/23/2015,4/16/2015,NA,0,6.169791023,21.83461984,1,0,0,0,England
963,11/14/2009,1.265611358,9,0,4,1/7/2010,11/26/2009,NA,0,5.0680081,32.60164514,0,0,0,0,France
964,12/11/2009,1.32239894,15,3,2,2/14/2010,1/11/2010,NA,0,3.435487073,26.47737281,0,0,1,0,Germany
965,10/31/2018,2.719128218,28,6,2,12/25/2018,12/11/2018,NA,0,7.44913639,0,0,1,0,0,England
966,12/6/2014,1.926163634,11,0,6,1/14/2015,1/8/2015,NA,1,4.841878934,0,0,1,0,1,France
967,4/18/2014,2.811112888,25,3,3,6/13/2014,5/6/2014,NA,0,7.313070755,30.77863408,0,0,0,0,Germany
968,4/4/2013,2.949167721,30,3,4,4/22/2013,4/21/2013,NA,1,3.186229717,19.27023336,1,0,0,0,England
969,3/9/2015,2.209950678,19,3,5,4/6/2015,3/13/2015,NA,0,7.311236108,23.41838257,0,0,0,0,France
970,9/29/2010,1.474120267,13,1,3,12/3/2010,10/23/2010,NA,0,6.148286742,46.61331583,1,0,0,0,Germany
971,6/18/2011,3.481894421,31,4,1,8/19/2011,7/13/2011,NA,0,5.148110169,24.1396339,0,0,0,0,England
972,5/2/2013,2.551173172,22,2,2,7/17/2013,5/28/2013,NA,0,5.020095436,41.03362432,0,0,0,0,France
973,8/23/2010,1.41866817,13,2,2,10/28/2010,10/5/2010,NA,0,4.308892249,26.26985552,0,1,0,0,Germany
974,5/30/2017,0.689082297,3,1,2,7/13/2017,6/30/2017,NA,0,4.484973475,38.47488216,0,0,0,0,England
975,12/7/2013,0.456568913,5,4,3,2/10/2014,1/3/2014,NA,0,3.052865401,31.97994237,1,1,1,0,France
976,10/6/2019,0.785397136,4,-1,3,12/1/2019,11/12/2019,NA,0,6.734619504,0,0,0,0,0,Germany
977,12/21/2017,0.89332037,12,3,3,1/22/2018,12/31/2017,NA,0,4.006846428,24.82878287,0,1,1,0,England
978,4/27/2017,5.227778125,36,3,1,5/29/2017,5/21/2017,NA,1,8.982693422,32.78450046,0,1,0,1,France
979,9/26/2018,2.976797396,30,3,6,10/15/2018,10/16/2018,NA,1,1.085133345,0,0,1,0,0,Germany
980,1/18/2012,1.165160192,10,2,4,2/29/2012,1/30/2012,NA,0,3.405759554,10.98539634,0,1,0,0,England
981,3/4/2018,2.180882423,18,2,3,4/5/2018,3/27/2018,NA,0,8.530563505,23.90284087,0,0,0,0,France
982,1/31/2013,2.525190499,25,3,4,3/16/2013,2/1/2013,NA,0,6.171362588,17.87693282,1,0,0,0,Germany
983,8/8/2018,4.731859929,28,3,5,9/21/2018,9/13/2018,NA,1,6.856985436,0,0,0,0,1,England
984,12/9/2019,2.336294632,20,1,3,1/5/2020,12/21/2019,NA,1,5.034889536,0,0,0,0,0,France
985,4/8/2017,1.709382869,14,3,3,5/7/2017,4/8/2017,NA,0,5.038648143,10.24027544,0,0,0,0,Germany
986,3/23/2017,0.937568378,10,1,3,5/24/2017,5/2/2017,NA,0,6.263111075,27.05684293,0,0,1,0,England
987,7/27/2019,1.226298194,10,2,5,8/6/2019,8/7/2019,NA,1,4.645848587,28.94692277,1,0,0,0,France
988,4/17/2013,2.161105286,25,3,4,6/4/2013,5/10/2013,NA,0,5.505521349,17.23575917,1,1,0,0,Germany
989,8/12/2016,1.764465919,14,0,2,10/5/2016,9/4/2016,NA,0,6.874780019,41.57961287,0,0,0,0,England
990,1/12/2015,1.50006999,12,1,3,2/11/2015,2/9/2015,NA,2,6.552796062,13.7234807,0,1,0,0,France
991,3/28/2009,0.903997698,6,1,5,5/11/2009,4/6/2009,NA,0,3.364234978,0,0,0,0,0,Germany
992,10/19/2017,0.990157006,8,1,1,11/25/2017,11/18/2017,NA,1,0.43394407,0,1,0,0,0,England
993,7/5/2009,2.70852492,24,1,2,8/14/2009,7/16/2009,NA,0,6.393792468,19.12277255,0,0,0,0,France
994,11/7/2009,2.456703764,21,2,2,1/15/2010,12/16/2009,NA,0,7.326222895,22.94967835,0,0,0,0,Germany
995,3/1/2011,1.561830082,14,1,8,3/8/2011,3/7/2011,NA,1,0.715634675,0,0,1,0,0,England
996,4/28/2013,2.046549574,12,2,2,5/20/2013,5/20/2013,NA,1,5.925198227,25.64734366,0,1,0,1,France
997,11/29/2015,1.821952631,10,2,4,12/24/2015,12/19/2015,NA,1,5.331871277,38.8221387,1,0,0,1,Germany
998,6/7/2018,2.030655496,17,2,2,7/12/2018,6/19/2018,NA,0,3.722140786,29.13971851,0,0,0,0,England
999,4/24/2014,0.70468315,5,-1,2,5/19/2014,5/15/2014,NA,1,0.051562991,0,0,1,0,0,France
1000,2/21/2011,1.364795089,14,0,3,4/10/2011,3/29/2011,NA,0,6.661446793,0,0,0,0,1,Germany
1001,1/30/2014,2.972971149,26,3,4,2/27/2014,2/19/2014,NA,2,6.230786933,0,0,0,0,0,England
1002,7/31/2013,1.985152419,20,3,4,9/6/2013,8/25/2013,NA,0,8.359790587,51.52817631,0,1,0,0,France
1003,6/5/2019,1.651523663,13,2,5,7/14/2019,6/23/2019,NA,0,0.912901948,17.8445834,0,0,0,0,Germany
1004,2/20/2016,3.657817698,21,0,4,3/26/2016,3/31/2016,NA,1,4.450778249,28.29886175,0,0,0,1,England
1005,11/8/2018,2.867493288,25,6,2,12/16/2018,12/13/2018,NA,1,4.050759748,0,0,0,0,0,France
1006,9/11/2012,1.945464034,16,1,6,10/5/2012,9/26/2012,NA,1,3.588154411,35.91497282,0,0,0,0,Germany
1007,7/10/2014,1.797674796,17,2,5,8/13/2014,8/17/2014,NA,1,2.410381257,0,0,1,0,0,England
1008,1/5/2016,1.436082372,11,1,3,3/22/2016,2/13/2016,NA,0,2.26415308,20.4223875,0,0,0,0,France
1009,3/17/2019,1.536677519,14,1,3,4/12/2019,4/6/2019,NA,1,4.364461964,24.885418,1,0,0,0,Germany
1010,8/31/2011,0.696550434,4,-1,2,9/21/2011,9/18/2011,NA,1,4.254752234,0,0,0,1,0,England
1011,2/16/2011,0.83165427,6,3,3,3/26/2011,3/30/2011,NA,1,2.386210308,0,1,0,0,0,France
1012,8/4/2017,3.358891175,19,3,2,8/24/2017,8/24/2017,NA,1,2.792071241,20.10523058,0,0,0,1,Germany
1013,12/29/2017,1.292905739,11,2,3,3/8/2018,1/28/2018,NA,0,3.119151979,20.7938888,1,0,0,0,England
1014,4/4/2009,0.663576034,4,0,7,5/17/2009,4/21/2009,NA,0,0.935818872,7.203635496,1,0,0,0,France
1015,5/13/2010,1.543065553,17,1,6,6/27/2010,6/2/2010,NA,0,0.712703772,26.9648975,1,1,0,0,Germany
1016,12/12/2010,0.913005917,7,3,9,1/28/2011,1/5/2011,NA,0,3.5114541,21.91083986,1,0,0,0,England
1017,1/15/2014,2.76460844,24,3,1,2/28/2014,2/4/2014,NA,0,6.297263028,20.27063363,0,0,0,0,France
1018,8/16/2018,4.70337713,44,3,3,9/10/2018,9/5/2018,NA,0,4.471284391,23.28522868,0,0,0,0,Germany
1019,7/12/2009,3.313781316,35,4,3,8/21/2009,7/29/2009,NA,0,8.258094524,0,0,1,0,0,England
1020,11/13/2010,2.723949801,24,4,6,12/12/2010,12/12/2010,NA,1,5.503536122,0,0,0,0,0,France
1021,1/11/2012,2.617577017,34,2,1,2/13/2012,1/28/2012,NA,0,6.364543631,15.45492753,0,0,1,0,Germany
1022,7/26/2010,0.563680698,6,2,4,9/5/2010,8/14/2010,NA,0,3.195419802,39.95702715,0,1,1,0,England
1023,8/17/2012,1.146925022,8,1,5,9/15/2012,9/13/2012,NA,1,5.832401779,0,0,0,0,0,France
1024,11/7/2017,2.747530689,24,3,3,12/11/2017,12/12/2017,NA,1,1.526492909,35.58925558,0,0,0,0,Germany
1025,7/27/2015,1.077481916,12,2,3,9/1/2015,8/19/2015,NA,0,6.020341953,13.43797966,0,0,1,0,England
1026,5/29/2010,2.115636955,24,1,1,7/4/2010,6/28/2010,NA,1,5.059469555,0,1,1,0,0,France
1027,9/1/2009,2.178895365,21,3,3,9/22/2009,9/16/2009,NA,1,11.81755153,0,1,0,0,0,Germany
1028,1/4/2016,1.019155044,8,1,6,2/3/2016,1/28/2016,NA,1,5.534867407,0,1,0,0,0,England
1029,2/11/2011,1.760376919,10,2,3,2/20/2011,2/18/2011,NA,1,3.229535632,34.21319937,0,1,0,1,France
1030,1/2/2011,1.592891202,12,2,5,1/25/2011,1/18/2011,NA,1,7.884962347,0,0,0,0,0,Germany
1031,4/17/2012,1.724398147,16,2,8,4/19/2012,4/17/2012,NA,1,4.202519841,0,0,1,0,0,England
1032,11/13/2015,0.878607114,6,0,1,1/20/2016,12/15/2015,NA,0,1.132378897,25.68455259,1,0,0,0,France
1033,10/7/2016,0.807527619,10,2,4,11/2/2016,10/31/2016,NA,0,4.410529051,30.40035801,0,1,1,0,Germany
1034,4/11/2010,0.683056924,4,0,2,4/22/2010,4/20/2010,NA,1,2.496692409,29.94426259,1,0,0,0,England
1035,5/28/2017,0.836178611,8,2,3,7/16/2017,6/20/2017,NA,0,6.705307329,0,0,0,1,0,France
1036,9/12/2015,6.490826518,40,4,3,10/5/2015,10/3/2015,NA,1,6.428687415,25.21892734,0,0,0,1,Germany
1037,2/12/2013,1.804051839,17,4,8,3/3/2013,2/26/2013,NA,1,8.69459435,0,1,0,0,0,England
1038,12/25/2016,1.35291071,10,2,9,1/26/2017,1/25/2017,NA,1,3.379364033,27.85115487,0,0,0,0,France
1039,12/5/2014,1.406072859,12,0,5,12/24/2014,12/19/2014,NA,1,5.205953827,29.05403913,1,0,0,0,Germany
1040,8/4/2015,1.649164918,15,1,4,8/17/2015,8/16/2015,NA,1,2.645833611,17.17665795,1,0,0,0,England
1041,8/24/2011,1.804298643,18,3,1,10/26/2011,9/11/2011,NA,0,3.440508587,18.48551107,0,1,0,0,France
1042,3/26/2014,2.094561442,24,3,2,6/4/2014,5/3/2014,NA,0,5.230543424,30.55504513,1,1,0,0,Germany
1043,11/14/2017,2.494516446,21,1,1,1/12/2018,12/8/2017,NA,0,5.962781035,35.75508406,0,0,0,0,England
1044,6/3/2019,2.325501941,14,3,2,7/5/2019,6/25/2019,NA,1,7.08385202,21.54071271,0,1,0,1,France
1045,5/8/2012,1.12676514,9,1,5,6/4/2012,5/31/2012,NA,1,5.572451872,0,1,0,0,0,Germany
1046,5/2/2009,1.360863582,11,4,2,5/20/2009,5/16/2009,NA,1,5.243093235,0,0,0,1,0,England
1047,8/8/2017,0.665650365,3,-1,5,9/8/2017,9/9/2017,NA,1,4.896599826,0,0,0,0,0,France
1048,1/9/2010,5.511543114,52,4,5,1/29/2010,1/21/2010,NA,1,10.73788884,37.29291755,0,0,0,0,Germany
1049,2/1/2015,3.421842269,31,6,5,4/10/2015,3/4/2015,NA,0,4.705073267,35.20616774,0,0,0,0,England
1050,10/18/2014,1.705723131,18,5,6,11/19/2014,10/30/2014,NA,0,4.191772881,38.38778036,0,0,0,1,France
1051,12/3/2009,0.870355628,5,0,2,12/21/2009,12/19/2009,NA,1,4.281901849,19.00416821,0,0,0,0,Germany
1052,11/16/2013,1.611081719,18,3,1,1/7/2014,12/1/2013,NA,0,6.194464684,0,1,1,0,0,England
1053,7/10/2016,0.942647612,10,4,2,9/10/2016,8/18/2016,NA,0,6.846585649,30.3712819,0,0,1,0,France
1054,8/2/2014,1.414194778,11,3,8,10/2/2014,8/29/2014,NA,0,1.386817001,27.53064791,0,0,0,0,Germany
1055,7/28/2017,0.968116907,6,0,4,10/7/2017,9/5/2017,NA,0,3.435057534,32.19929009,0,0,0,0,England
1056,12/7/2011,3.561754352,32,4,7,1/5/2012,1/1/2012,NA,1,7.352889247,0,0,0,0,0,France
1057,6/6/2010,4.688664692,52,1,4,7/10/2010,6/12/2010,NA,0,7.449712838,33.45510933,0,1,0,0,Germany
1058,1/5/2015,1.982023059,19,2,5,1/31/2015,1/26/2015,NA,1,4.685117046,30.97885179,1,0,0,0,England
1059,2/7/2014,1.101506628,16,3,2,3/27/2014,2/25/2014,NA,0,6.673660734,29.76671833,0,0,1,1,France
1060,8/27/2017,0.721450651,4,1,4,9/20/2017,9/7/2017,NA,1,1.152182498,23.84014201,0,0,0,0,Germany
1061,4/30/2014,1.138695724,13,3,5,6/25/2014,6/3/2014,NA,0,4.231920871,14.43502134,0,1,0,1,England
1062,7/16/2016,0.584359489,6,-1,5,8/31/2016,8/4/2016,NA,0,5.741751906,39.52157823,0,1,1,0,France
1063,6/21/2011,1.535572395,25,3,1,8/14/2011,7/8/2011,NA,0,5.203298147,22.06991645,1,1,1,0,Germany
1064,1/17/2010,1.405783327,11,4,4,3/15/2010,2/18/2010,NA,0,5.9159483,25.90840572,0,0,0,0,England
1065,11/6/2016,1.415053849,11,0,2,12/20/2016,12/20/2016,NA,1,6.377673611,0,0,0,0,0,France
1066,5/30/2015,5.236636042,31,2,2,6/24/2015,6/23/2015,NA,1,3.645939618,0,0,0,0,1,Germany
1067,8/14/2015,0.734965341,4,0,2,9/5/2015,9/2/2015,NA,1,0.263190112,0,0,0,0,0,England
1068,3/26/2009,1.81238075,15,3,5,4/10/2009,4/6/2009,NA,1,3.081967594,0,0,0,0,0,France
1069,9/14/2014,1.430424213,11,4,3,10/3/2014,10/3/2014,NA,2,5.149742241,0,0,1,0,0,Germany
1070,12/21/2017,1.046981141,7,3,6,3/11/2018,1/20/2018,NA,0,3.859414304,13.43159222,0,0,0,0,England
1071,3/20/2009,2.408821159,21,2,1,5/25/2009,3/27/2009,NA,0,1.396538292,0,0,0,0,0,France
1072,3/29/2010,0.821686011,5,1,3,4/17/2010,4/8/2010,NA,1,3.236680219,0,0,0,0,0,Germany
1073,9/19/2015,1.27446297,9,1,3,10/18/2015,9/30/2015,NA,0,6.152860907,0,0,0,0,0,England
1074,3/13/2010,2.650720267,27,2,7,4/8/2010,4/2/2010,NA,1,3.892409912,0,1,0,0,0,France
1075,6/23/2011,3.461413768,31,1,3,8/9/2011,7/17/2011,NA,0,9.30117869,0,0,0,0,0,Germany
1076,3/31/2017,1.787204138,14,1,3,4/27/2017,4/24/2017,NA,1,3.081806088,0,0,0,0,0,England
1077,5/25/2011,0.937552514,7,2,1,8/20/2011,7/7/2011,NA,0,1.059857537,13.14652577,1,0,0,0,France
1078,5/26/2013,0.575962202,5,1,3,7/23/2013,6/30/2013,NA,0,5.985846421,0,0,0,1,0,Germany
1079,1/15/2019,0.88311792,7,4,4,1/25/2019,1/17/2019,NA,1,7.163551761,0,1,0,0,0,England
1080,6/13/2011,0.676288428,5,1,5,7/12/2011,7/3/2011,NA,1,2.340677878,0,1,1,0,0,France
1081,9/18/2012,0.562397623,5,3,3,11/21/2012,10/2/2012,NA,0,3.759184138,13.31124367,0,0,1,0,Germany
1082,8/9/2019,1.055882849,7,4,4,8/28/2019,8/17/2019,NA,1,6.292073401,0,0,0,0,0,England
1083,11/14/2018,2.255108931,19,2,5,1/9/2019,12/21/2018,NA,0,6.972503612,40.57832053,0,0,0,0,France
1084,8/30/2009,2.891376093,29,2,4,10/7/2009,9/28/2009,NA,1,4.496287234,0,0,1,0,0,Germany
1085,4/13/2011,2.007485891,25,2,3,6/4/2011,5/15/2011,NA,0,3.440367963,34.46187566,0,0,1,0,England
1086,10/13/2015,2.555803835,22,0,3,12/31/2015,11/17/2015,NA,0,6.774831572,0,0,0,0,0,France
1087,4/3/2018,4.474155363,49,4,3,5/10/2018,4/12/2018,NA,0,5.684976541,0,0,1,0,0,Germany
1088,2/11/2019,0.574242503,5,0,1,3/31/2019,2/28/2019,NA,0,1.748051155,31.77835741,0,0,1,0,England
1089,3/14/2013,2.318747553,20,2,2,4/16/2013,4/9/2013,NA,1,2.759483791,21.72189764,0,0,0,0,France
1090,9/14/2019,1.815418053,10,1,3,10/20/2019,10/18/2019,NA,1,3.742280104,22.1249347,0,1,0,1,Germany
1091,1/28/2017,1.996639882,16,2,3,3/26/2017,2/17/2017,NA,0,4.21110865,0,0,0,0,0,England
1092,5/28/2012,1.454039954,21,1,5,7/26/2012,6/22/2012,NA,0,8.121200517,0,0,1,1,0,France
1093,10/28/2013,2.228084029,19,2,2,12/23/2013,11/29/2013,NA,0,4.435800476,16.68883765,0,0,0,0,Germany
1094,10/30/2010,0.726142815,5,-1,2,11/8/2010,10/31/2010,NA,1,0.668953258,11.07075424,0,1,0,0,England
1095,6/20/2017,1.948939338,16,3,2,7/25/2017,7/23/2017,NA,1,5.584342767,33.6062073,0,0,0,0,France
1096,8/5/2009,2.633894991,16,1,3,9/3/2009,8/25/2009,NA,1,2.060568664,0,1,0,0,1,Germany
1097,4/23/2016,3.285047625,29,3,4,5/20/2016,5/19/2016,NA,1,4.572811785,32.0127091,0,0,0,0,England
1098,12/4/2018,2.187246967,11,3,3,12/23/2018,12/23/2018,NA,1,1.354301306,0,0,0,0,1,France
1099,4/29/2011,1.484755498,13,4,2,6/11/2011,5/16/2011,NA,0,6.208722715,0,1,0,0,0,Germany
1100,3/28/2010,1.98427347,20,1,4,3/31/2010,3/28/2010,NA,1,8.149486437,9.110947214,0,1,1,0,England
1101,1/31/2016,1.460398256,13,3,1,2/25/2016,2/16/2016,NA,1,2.673566191,37.30628279,1,0,0,0,France
1102,7/26/2011,1.113862866,15,2,3,9/10/2011,8/8/2011,NA,0,7.163508284,26.35334947,0,1,1,0,Germany
1103,1/30/2012,4.074322482,44,2,4,3/31/2012,3/2/2012,NA,0,8.453380977,0,0,1,0,0,England
1104,2/15/2013,4.674684969,43,2,3,4/11/2013,3/4/2013,NA,0,4.980573862,36.15610072,0,0,0,0,France
1105,1/3/2019,1.564279313,12,2,3,2/4/2019,1/11/2019,NA,0,6.417208981,29.31460354,0,0,0,0,Germany
1106,4/8/2018,1.252433371,9,0,7,5/4/2018,5/3/2018,NA,1,1.420020449,0,0,0,0,0,England
1107,10/3/2013,1.402693357,12,2,5,10/4/2013,10/7/2013,NA,1,4.149103113,0,0,1,0,0,France
1108,5/14/2016,2.104595181,18,1,7,6/11/2016,6/7/2016,NA,1,5.779537684,0,0,0,0,0,Germany
1109,10/7/2019,1.601196269,13,1,4,11/7/2019,10/30/2019,NA,1,4.859511477,0,0,0,0,0,England
1110,10/20/2010,4.464222801,41,4,3,11/24/2010,10/23/2010,NA,0,9.313211759,0,0,0,0,0,France
1111,6/7/2010,3.844615206,35,4,3,7/21/2010,6/20/2010,NA,0,8.300681824,26.19190867,0,0,0,0,Germany
1112,12/12/2017,1.268898501,9,3,3,1/16/2018,1/12/2018,NA,1,1.876640991,0,0,0,0,0,England
1113,6/20/2018,0.97817743,6,-1,4,7/26/2018,7/27/2018,NA,1,7.853491202,0,0,0,0,0,France
1114,11/28/2010,1.457026769,6,1,5,12/7/2010,12/3/2010,NA,1,3.390537895,0,0,0,0,1,Germany
1115,9/23/2016,3.946203895,36,4,5,11/29/2016,10/11/2016,NA,0,8.311344732,0,0,0,0,0,England
1116,3/19/2009,1.920119528,16,2,2,4/12/2009,4/11/2009,NA,1,2.678874914,0,0,0,0,0,France
1117,7/20/2019,2.447085794,21,1,6,8/30/2019,8/1/2019,NA,0,7.020743273,19.5556762,0,0,0,0,Germany
1118,4/9/2010,3.164784562,37,2,3,5/21/2010,5/17/2010,NA,1,9.214222532,0,1,1,0,0,England
1119,5/31/2009,2.794258242,24,1,4,6/13/2009,6/10/2009,NA,1,5.447541833,12.64138403,0,0,0,0,France
1120,4/19/2013,3.508297194,32,3,5,5/20/2013,5/15/2013,NA,1,6.565374394,23.31126197,0,0,0,0,Germany
1121,4/12/2018,1.338875378,10,0,7,5/10/2018,5/1/2018,NA,1,4.725435157,0,0,0,0,0,England
1122,1/3/2019,1.27710965,15,1,4,3/5/2019,1/17/2019,NA,0,4.866425486,17.49620061,0,0,1,0,France
1123,4/6/2011,1.110184087,10,3,4,5/28/2011,4/23/2011,NA,0,3.1063264,27.55524276,0,1,0,0,Germany
1124,7/2/2015,1.560200396,12,2,6,8/14/2015,7/21/2015,NA,0,4.850816983,0,0,0,0,0,England
1125,5/9/2009,0.920150547,6,2,4,7/20/2009,6/19/2009,NA,0,6.665559941,36.64927688,0,0,0,0,France
1126,2/19/2017,2.401935041,25,3,2,4/18/2017,3/9/2017,NA,0,8.230796122,29.65348995,0,1,0,0,Germany
1127,5/8/2018,1.973517804,16,5,2,5/25/2018,5/19/2018,NA,1,5.30836046,13.12518253,0,0,0,0,England
1128,10/29/2011,2.62351521,26,3,4,12/1/2011,11/29/2011,NA,1,4.548086506,0,1,0,0,0,France
1129,2/9/2013,1.281435686,11,1,6,3/15/2013,3/9/2013,NA,1,6.342288628,22.44444527,0,1,0,0,Germany
1130,12/30/2015,1.492292041,18,2,1,2/10/2016,1/16/2016,NA,0,0.859086557,0,0,0,1,0,England
1131,2/25/2009,2.610128197,26,3,5,4/2/2009,3/28/2009,NA,1,13.01570077,30.83999458,0,1,0,0,France
1132,5/5/2011,1.353327893,10,0,2,5/19/2011,5/18/2011,NA,1,6.777673074,0,0,0,0,0,Germany
1133,9/25/2015,2.831952161,15,1,3,10/11/2015,10/6/2015,NA,1,4.542373634,19.13763502,0,0,0,1,England
1134,5/1/2011,1.858649278,15,2,4,7/10/2011,6/13/2011,NA,0,1.700475753,33.47858454,0,0,0,0,France
1135,4/16/2014,0.768515207,4,0,6,5/18/2014,5/11/2014,NA,1,3.546320709,0,0,0,0,0,Germany
1136,1/5/2018,0.941351925,6,-1,2,1/25/2018,1/14/2018,NA,1,5.896914274,0,0,0,0,0,England
1137,10/28/2010,2.536477775,22,3,3,12/11/2010,11/9/2010,NA,0,9.1155247,25.7911419,0,0,0,0,France
1138,2/2/2009,2.714899192,24,3,3,2/19/2009,2/15/2009,NA,2,3.108143658,0,0,0,0,1,Germany
1139,6/14/2013,0.540322961,5,0,6,8/3/2013,6/27/2013,NA,0,1.837091993,0,1,1,0,1,England
1140,10/16/2019,1.349879324,11,3,4,1/16/2020,11/23/2019,NA,0,4.118214321,30.54238984,1,0,0,0,France
1141,3/20/2010,1.034767393,7,2,3,4/26/2010,4/14/2010,NA,0,4.492048545,26.26831907,0,0,0,0,Germany
1142,7/27/2014,1.020469684,7,2,2,8/30/2014,8/23/2014,NA,1,6.472496282,26.72455588,0,0,0,0,England
1143,5/3/2013,2.691723531,23,2,3,5/28/2013,5/29/2013,NA,1,4.208632589,0,0,0,0,0,France
1144,6/16/2017,4.969988467,46,3,4,8/9/2017,7/3/2017,NA,0,7.192911518,29.156905,0,0,0,0,Germany
1145,1/30/2013,2.483597605,21,0,1,3/11/2013,2/16/2013,NA,0,2.544384282,11.99425683,0,0,0,0,England
1146,10/11/2012,0.84062121,6,1,4,11/4/2012,10/28/2012,NA,1,1.653558594,0,1,0,0,0,France
1147,3/20/2019,0.648497398,6,5,4,5/29/2019,3/31/2019,NA,0,4.577526367,0,0,0,1,0,Germany
1148,11/1/2017,4.580018244,45,3,12,11/11/2017,11/5/2017,NA,1,6.551101877,0,0,0,1,0,England
1149,6/16/2011,1.720533598,24,4,4,8/3/2011,6/30/2011,NA,0,2.6576427,46.37287018,1,0,1,0,France
1150,10/5/2011,0.749383838,5,0,4,10/15/2011,10/13/2011,NA,1,2.050168287,26.1330434,1,0,0,0,Germany
1151,9/16/2012,1.089398136,7,5,4,10/11/2012,10/10/2012,NA,1,4.531908842,22.64799792,0,0,0,0,England
1152,3/29/2013,3.094356631,27,2,3,5/15/2013,4/18/2013,NA,0,4.79555774,12.84633124,0,0,0,0,France
1153,11/6/2017,0.80677067,6,-1,4,12/11/2017,12/2/2017,NA,1,2.026308473,25.24957895,1,0,0,0,Germany
1154,5/12/2017,2.936994171,49,3,4,7/14/2017,6/12/2017,NA,0,6.297977362,0,0,0,1,1,England
1155,5/2/2015,0.652379012,7,2,2,6/30/2015,6/1/2015,NA,0,1.383906129,39.17231235,0,1,1,0,France
1156,7/25/2012,1.857682139,15,0,3,8/14/2012,8/10/2012,NA,1,7.097709504,18.6358196,0,0,0,0,Germany
1157,8/15/2012,0.808762512,5,0,4,10/3/2012,8/30/2012,NA,0,5.829926762,24.64197029,0,0,0,0,England
1158,8/17/2018,1.47870965,13,4,2,9/16/2018,9/11/2018,NA,1,2.837276461,0,1,0,0,0,France
1159,4/27/2012,1.410043127,13,3,3,5/14/2012,5/18/2012,NA,1,2.89558357,11.88309499,1,0,0,0,Germany
1160,9/19/2019,1.868935504,23,1,7,11/16/2019,10/8/2019,NA,0,5.446208034,0,0,0,1,0,England
1161,12/1/2016,1.473515242,20,1,4,1/7/2017,12/21/2016,NA,0,5.674374902,25.66704727,1,0,1,0,France
1162,9/3/2015,1.940048089,16,0,5,10/17/2015,9/29/2015,NA,0,3.475470916,0,0,0,0,0,Germany
1163,8/18/2018,1.710141214,16,5,7,9/11/2018,9/3/2018,NA,1,4.768912501,36.15609369,0,1,0,0,England
1164,4/27/2015,2.838244918,25,3,1,7/16/2015,6/16/2015,NA,0,6.39685411,30.02489272,0,0,0,0,France
1165,11/29/2016,2.200390964,19,2,6,12/29/2016,12/26/2016,NA,1,4.262020057,0,0,0,0,0,Germany
1166,3/5/2013,0.83029068,7,2,4,4/6/2013,3/16/2013,NA,0,4.129339042,42.24140411,1,1,0,0,England
1167,2/13/2009,0.963081029,10,2,2,3/19/2009,2/21/2009,NA,0,3.613344593,38.21072039,0,0,1,0,France
1168,5/8/2012,1.14881183,8,2,2,5/15/2012,5/10/2012,NA,1,4.75571081,45.75647105,0,0,0,0,Germany
1169,3/2/2013,2.252788031,14,3,2,3/15/2013,3/8/2013,NA,1,6.084812817,14.43586327,1,0,0,1,England
1170,6/5/2017,1.329423527,10,2,5,7/24/2017,6/21/2017,NA,0,4.068678568,35.27276405,0,0,0,0,France
1171,11/9/2009,1.418934601,13,1,2,12/15/2009,11/16/2009,NA,0,0.112301513,0,0,1,0,0,Germany
1172,3/14/2014,1.959755859,16,2,1,5/7/2014,4/10/2014,NA,0,2.650664979,28.24977487,0,0,0,0,England
1173,10/1/2019,2.772933748,24,2,3,10/25/2019,10/13/2019,NA,1,5.610065056,12.01415759,0,0,0,0,France
1174,1/26/2013,1.818199547,17,4,5,2/5/2013,2/2/2013,NA,1,4.045123568,36.32121475,0,1,0,0,Germany
1175,1/26/2016,2.367703043,23,3,2,3/8/2016,2/14/2016,NA,0,7.242664135,26.62371434,1,0,0,0,England
1176,4/10/2019,4.09221746,37,5,2,6/3/2019,4/26/2019,NA,0,5.681163206,0,0,0,0,0,France
1177,9/20/2010,3.846880997,35,1,3,11/7/2010,10/13/2010,NA,0,9.706266785,0,0,0,0,0,Germany
